iteration, destination,60->63,60->64,66->98,66->97,108->111,108->112,40->43,40->44,77->80,77->79,6->22,6->21,70->77,70->78,72->76,72->75,21->24,21->23,9->11,9->12,8->15,8->16,52->59,52->60,3->6,3->5,39->42,39->41,91->93,91->94,78->82,78->81,101->104,101->103,121->123,121->124,45->47,45->48,67->70,67->69,86->90,86->89,54->58,54->57,102->105,102->106,113->116,113->115,68->83,68->84,115->118,115->117,100->107,100->108,15->18,15->17,116->119,116->120,69->72,69->71,38->45,38->46,51->53,51->54,85->87,85->88,10->13,10->14,92->96,92->95,24->28,24->27,65->67,65->68,107->109,107->110,114->121,114->122,29->32,29->31,5->7,5->8,99->101,99->102,30->33,30->34,2->66,2->65,23->26,23->25,46->49,46->50,59->62,59->61,83->85,83->86,37->39,37->40,53->56,53->55,71->74,71->73,4->36,4->35,7->10,7->9,122->125,122->126,16->19,16->20,84->91,84->92,98->114,98->113,36->52,36->51,97->99,97->100,1->3,1->4,0->1,0->2,22->30,22->29,35->37,35->38,
277,125,1.0,1.0,2.285226393509088E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.000999308210754E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.31917826836073E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9351488541704055E50,1.0,1.0,1.0,1.0,1.0,3.000999308210754E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.719721200815518E49,1.0,1.0,1.0,1.0,
278,125,1.0,1.0,3.000999308210754E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9351488541704055E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7375773393618383E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.152546925921802E50,1.0,1.0,1.0,1.0,1.0,3.9351488541704055E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.568787179319283E49,1.0,1.0,1.0,1.0,
279,125,1.0,1.0,3.9351488541704055E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.152546925921802E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.285226393509088E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.736821985481839E50,1.0,1.0,1.0,1.0,1.0,5.152546925921802E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.999999999998667E49,1.0,1.0,1.0,1.0,
280,125,1.0,1.0,5.152546925921802E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.736821985481839E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.000999308210754E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.795635187258075E50,1.0,1.0,1.0,1.0,1.0,6.736821985481839E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.31917826836073E50,1.0,1.0,1.0,1.0,
281,125,1.0,1.0,6.736821985481839E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.795635187258075E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9351488541704055E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1467399785752124E51,1.0,1.0,1.0,1.0,1.0,8.795635187258075E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7375773393618383E50,1.0,1.0,1.0,1.0,
282,125,1.0,1.0,8.795635187258075E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1467399785752124E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.152546925921802E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4929827588796435E51,1.0,1.0,1.0,1.0,1.0,1.1467399785752124E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.285226393509088E50,1.0,1.0,1.0,1.0,
283,125,1.0,1.0,1.1467399785752124E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4929827588796435E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.736821985481839E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9410785356908766E51,1.0,1.0,1.0,1.0,1.0,1.4929827588796435E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.000999308210754E50,1.0,1.0,1.0,1.0,
284,125,1.0,1.0,1.4929827588796435E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9410785356908766E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.795635187258075E50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5202068056351965E51,1.0,1.0,1.0,1.0,1.0,1.9410785356908766E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9351488541704055E50,1.0,1.0,1.0,1.0,
285,125,1.0,1.0,1.9410785356908766E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5202068056351965E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1467399785752124E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.267685080438795E51,1.0,1.0,1.0,1.0,1.0,2.5202068056351965E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.152546925921802E50,1.0,1.0,1.0,1.0,
286,125,1.0,1.0,2.5202068056351965E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.267685080438795E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4929827588796435E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.231177468463329E51,1.0,1.0,1.0,1.0,1.0,3.267685080438795E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.736821985481839E50,1.0,1.0,1.0,1.0,
287,125,1.0,1.0,3.267685080438795E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.231177468463329E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9410785356908766E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4714862600208036E51,1.0,1.0,1.0,1.0,1.0,4.231177468463329E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.795635187258075E50,1.0,1.0,1.0,1.0,
288,125,1.0,1.0,4.231177468463329E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4714862600208036E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5202068056351965E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.066076137155195E51,1.0,1.0,1.0,1.0,1.0,5.4714862600208036E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1467399785752124E51,1.0,1.0,1.0,1.0,
289,125,1.0,1.0,5.4714862600208036E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.066076137155195E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.267685080438795E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.113517941873314E51,1.0,1.0,1.0,1.0,1.0,7.066076137155195E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4929827588796435E51,1.0,1.0,1.0,1.0,
290,125,1.0,1.0,7.066076137155195E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.113517941873314E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.231177468463329E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1739085287967921E52,1.0,1.0,1.0,1.0,1.0,9.113517941873314E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9410785356908766E51,1.0,1.0,1.0,1.0,
291,125,1.0,1.0,9.113517941873314E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1739085287967921E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4714862600208036E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5101794815634693E52,1.0,1.0,1.0,1.0,1.0,1.1739085287967921E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5202068056351965E51,1.0,1.0,1.0,1.0,
292,125,1.0,1.0,1.1739085287967921E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5101794815634693E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.066076137155195E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.940325217482366E52,1.0,1.0,1.0,1.0,1.0,1.5101794815634693E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.267685080438795E51,1.0,1.0,1.0,1.0,
293,125,1.0,1.0,1.5101794815634693E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.940325217482366E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.113517941873314E51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4898754084434575E52,1.0,1.0,1.0,1.0,1.0,1.940325217482366E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.231177468463329E51,1.0,1.0,1.0,1.0,
294,125,1.0,1.0,1.940325217482366E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4898754084434575E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1739085287967921E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.191120597397648E52,1.0,1.0,1.0,1.0,1.0,2.4898754084434575E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.4714862600208036E51,1.0,1.0,1.0,1.0,
295,125,1.0,1.0,2.4898754084434575E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.191120597397648E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5101794815634693E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0848549576182984E52,1.0,1.0,1.0,1.0,1.0,3.191120597397648E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.066076137155195E51,1.0,1.0,1.0,1.0,
296,125,1.0,1.0,3.191120597397648E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0848549576182984E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.940325217482366E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.222556127885171E52,1.0,1.0,1.0,1.0,1.0,4.0848549576182984E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.113517941873314E51,1.0,1.0,1.0,1.0,
297,125,1.0,1.0,4.0848549576182984E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.222556127885171E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4898754084434575E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.669108724069323E52,1.0,1.0,1.0,1.0,1.0,5.222556127885171E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1739085287967921E52,1.0,1.0,1.0,1.0,
298,125,1.0,1.0,5.222556127885171E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.669108724069323E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.191120597397648E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.506203399170076E52,1.0,1.0,1.0,1.0,1.0,6.669108724069323E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5101794815634693E52,1.0,1.0,1.0,1.0,
299,125,1.0,1.0,6.669108724069323E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.506203399170076E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0848549576182984E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0836574415838069E53,1.0,1.0,1.0,1.0,1.0,8.506203399170076E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.940325217482366E52,1.0,1.0,1.0,1.0,
300,125,1.0,1.0,8.506203399170076E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0836574415838069E53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.222556127885171E52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3789276909445739E53,1.0,1.0,1.0,1.0,1.0,1.0836574415838069E53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4898754084434575E52,1.0,1.0,1.0,1.0,
